label,change
CSC300_CSC340,-11.76
PHYS230_MATH325,8.02
CSC415_CSC600,17.31
PHYS232_MATH325,7.94
PHYS230_MATH324,7.75
PHYS232_MATH324,7.73
CSC340_MATH324,6.22
CSC412_MATH324,6.48
MATH325_CSC340,-7.60
CSC648_CSC600,6.44
MATH325_CSC230,3.69
CSC256_CSC340,-7.15
CSC340_MATH325,4.42
